cod_dpto,dpto,cod_mpio,nom_mpio,tipo_municipio,longitud,latitud,llave_norm
15,BOYACÁ,15761,SOMONDOCO,Municipio,,,BOYACA|SOMONDOCO
15,BOYACÁ,15762,SORA,Municipio,,,BOYACA|SORA
15,BOYACÁ,15763,SOTAQUIRÁ,Municipio,,,BOYACA|SOTAQUIRA
15,BOYACÁ,15764,SORACÁ,Municipio,,,BOYACA|SORACA
15,BOYACÁ,15774,SUSACÓN,Municipio,,,BOYACA|SUSACON
15,BOYACÁ,15776,SUTAMARCHÁN,Municipio,,,BOYACA|SUTAMARCHAN
15,BOYACÁ,15778,SUTATENZA,Municipio,,,BOYACA|SUTATENZA
15,BOYACÁ,15790,TASCO,Municipio,,,BOYACA|TASCO
15,BOYACÁ,15798,TENZA,Municipio,,,BOYACA|TENZA
15,BOYACÁ,15804,TIBANÁ,Municipio,,,BOYACA|TIBANA
15,BOYACÁ,15806,TIBASOSA,Municipio,,,BOYACA|TIBASOSA
15,BOYACÁ,15808,TINJACÁ,Municipio,,,BOYACA|TINJACA
15,BOYACÁ,15810,TIPACOQUE,Municipio,,,BOYACA|TIPACOQUE
15,BOYACÁ,15814,TOCA,Municipio,,,BOYACA|TOCA
15,BOYACÁ,15816,TOGÜÍ,Municipio,,,BOYACA|TOGUI
15,BOYACÁ,15820,TÓPAGA,Municipio,,,BOYACA|TOPAGA
15,BOYACÁ,15822,TOTA,Municipio,,,BOYACA|TOTA
15,BOYACÁ,15832,TUNUNGUÁ,Municipio,,,BOYACA|TUNUNGUA
15,BOYACÁ,15835,TURMEQUÉ,Municipio,,,BOYACA|TURMEQUE
15,BOYACÁ,15837,TUTA,Municipio,,,BOYACA|TUTA
15,BOYACÁ,15839,TUTAZÁ,Municipio,,,BOYACA|TUTAZA
15,BOYACÁ,15842,ÚMBITA,Municipio,,,BOYACA|UMBITA
15,BOYACÁ,15861,VENTAQUEMADA,Municipio,,,BOYACA|VENTAQUEMADA
15,BOYACÁ,15879,VIRACACHÁ,Municipio,,,BOYACA|VIRACACHA
15,BOYACÁ,15897,ZETAQUIRA,Municipio,,,BOYACA|ZETAQUIRA
17,CALDAS,17001,MANIZALES,Municipio,,,CALDAS|MANIZALES
17,CALDAS,17013,AGUADAS,Municipio,,,CALDAS|AGUADAS
17,CALDAS,17042,ANSERMA,Municipio,,,CALDAS|ANSERMA
17,CALDAS,17050,ARANZAZU,Municipio,,,CALDAS|ARANZAZU
17,CALDAS,17088,BELALCÁZAR,Municipio,,,CALDAS|BELALCAZAR
17,CALDAS,17174,CHINCHINÁ,Municipio,,,CALDAS|CHINCHINA
17,CALDAS,17272,FILADELFIA,Municipio,,,CALDAS|FILADELFIA
17,CALDAS,17380,LA DORADA,Municipio,,,CALDAS|LA DORADA
17,CALDAS,17388,LA MERCED,Municipio,,,CALDAS|LA MERCED
17,CALDAS,17433,MANZANARES,Municipio,,,CALDAS|MANZANARES
17,CALDAS,17442,MARMATO,Municipio,,,CALDAS|MARMATO
17,CALDAS,17444,MARQUETALIA,Municipio,,,CALDAS|MARQUETALIA
17,CALDAS,17446,MARULANDA,Municipio,,,CALDAS|MARULANDA
17,CALDAS,17486,NEIRA,Municipio,,,CALDAS|NEIRA
17,CALDAS,17495,NORCASIA,Municipio,,,CALDAS|NORCASIA
17,CALDAS,17513,PÁCORA,Municipio,,,CALDAS|PACORA
17,CALDAS,17524,PALESTINA,Municipio,,,CALDAS|PALESTINA
17,CALDAS,17541,PENSILVANIA,Municipio,,,CALDAS|PENSILVANIA
17,CALDAS,17614,RIOSUCIO,Municipio,,,CALDAS|RIOSUCIO
17,CALDAS,17616,RISARALDA,Municipio,,,CALDAS|RISARALDA
17,CALDAS,17653,SALAMINA,Municipio,,,CALDAS|SALAMINA
17,CALDAS,17662,SAMANÁ,Municipio,,,CALDAS|SAMANA
17,CALDAS,17665,SAN JOSÉ,Municipio,,,CALDAS|SAN JOSE
17,CALDAS,17777,SUPÍA,Municipio,,,CALDAS|SUPIA
17,CALDAS,17867,VICTORIA,Municipio,,,CALDAS|VICTORIA
17,CALDAS,17873,VILLAMARÍA,Municipio,,,CALDAS|VILLAMARIA
17,CALDAS,17877,VITERBO,Municipio,,,CALDAS|VITERBO
18,CAQUETÁ,18001,FLORENCIA,Municipio,,,CAQUETA|FLORENCIA
18,CAQUETÁ,18029,ALBANIA,Municipio,,,CAQUETA|ALBANIA
18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,Municipio,,,CAQUETA|BELEN DE LOS ANDAQUIES
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,Municipio,,,CAQUETA|CARTAGENA DEL CHAIRA
18,CAQUETÁ,18205,CURILLO,Municipio,,,CAQUETA|CURILLO
18,CAQUETÁ,18247,EL DONCELLO,Municipio,,,CAQUETA|EL DONCELLO
18,CAQUETÁ,18256,EL PAUJÍL,Municipio,,,CAQUETA|EL PAUJIL
18,CAQUETÁ,18410,LA MONTAÑITA,Municipio,,,CAQUETA|LA MONTANITA
18,CAQUETÁ,18460,MILÁN,Municipio,,,CAQUETA|MILAN
18,CAQUETÁ,18479,MORELIA,Municipio,,,CAQUETA|MORELIA
18,CAQUETÁ,18592,PUERTO RICO,Municipio,,,CAQUETA|PUERTO RICO
18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,Municipio,,,CAQUETA|SAN JOSE DEL FRAGUA
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,Municipio,,,CAQUETA|SAN VICENTE DEL CAGUAN
18,CAQUETÁ,18756,SOLANO,Municipio,,,CAQUETA|SOLANO
18,CAQUETÁ,18785,SOLITA,Municipio,,,CAQUETA|SOLITA
18,CAQUETÁ,18860,VALPARAÍSO,Municipio,,,CAQUETA|VALPARAISO
19,CAUCA,19001,POPAYÁN,Municipio,,,CAUCA|POPAYAN
19,CAUCA,19022,ALMAGUER,Municipio,,,CAUCA|ALMAGUER
19,CAUCA,19050,ARGELIA,Municipio,,,CAUCA|ARGELIA
19,CAUCA,19075,BALBOA,Municipio,,,CAUCA|BALBOA
19,CAUCA,19100,BOLÍVAR,Municipio,,,CAUCA|BOLIVAR
19,CAUCA,19110,BUENOS AIRES,Municipio,,,CAUCA|BUENOS AIRES
19,CAUCA,19130,CAJIBÍO,Municipio,,,CAUCA|CAJIBIO
19,CAUCA,19137,CALDONO,Municipio,,,CAUCA|CALDONO
19,CAUCA,19142,CALOTO,Municipio,,,CAUCA|CALOTO
19,CAUCA,19212,CORINTO,Municipio,,,CAUCA|CORINTO
19,CAUCA,19256,EL TAMBO,Municipio,,,CAUCA|EL TAMBO
19,CAUCA,19290,FLORENCIA,Municipio,,,CAUCA|FLORENCIA
19,CAUCA,19300,GUACHENÉ,Municipio,,,CAUCA|GUACHENE
19,CAUCA,19318,GUAPI,Municipio,,,CAUCA|GUAPI
19,CAUCA,19355,INZÁ,Municipio,,,CAUCA|INZA
19,CAUCA,19364,JAMBALÓ,Municipio,,,CAUCA|JAMBALO
19,CAUCA,19392,LA SIERRA,Municipio,,,CAUCA|LA SIERRA
19,CAUCA,19397,LA VEGA,Municipio,,,CAUCA|LA VEGA
19,CAUCA,19418,LÓPEZ DE MICAY,Municipio,,,CAUCA|LOPEZ DE MICAY
19,CAUCA,19450,MERCADERES,Municipio,,,CAUCA|MERCADERES
19,CAUCA,19455,MIRANDA,Municipio,,,CAUCA|MIRANDA
19,CAUCA,19473,MORALES,Municipio,,,CAUCA|MORALES
19,CAUCA,19513,PADILLA,Municipio,,,CAUCA|PADILLA
19,CAUCA,19517,PÁEZ,Municipio,,,CAUCA|PAEZ
19,CAUCA,19532,PATÍA,Municipio,,,CAUCA|PATIA
19,CAUCA,19533,PIAMONTE,Municipio,,,CAUCA|PIAMONTE
19,CAUCA,19548,PIENDAMÓ - TUNÍA,Municipio,,,CAUCA|PIENDAMO TUNIA
19,CAUCA,19573,PUERTO TEJADA,Municipio,,,CAUCA|PUERTO TEJADA
19,CAUCA,19585,PURACÉ,Municipio,,,CAUCA|PURACE
19,CAUCA,19622,ROSAS,Municipio,,,CAUCA|ROSAS
19,CAUCA,19693,SAN SEBASTIÁN,Municipio,,,CAUCA|SAN SEBASTIAN
19,CAUCA,19698,SANTANDER DE QUILICHAO,Municipio,,,CAUCA|SANTANDER DE QUILICHAO
19,CAUCA,19701,SANTA ROSA,Municipio,,,CAUCA|SANTA ROSA
19,CAUCA,19743,SILVIA,Municipio,,,CAUCA|SILVIA
19,CAUCA,19760,SOTARÁ - PAISPAMBA,Municipio,,,CAUCA|SOTARA PAISPAMBA
19,CAUCA,19780,SUÁREZ,Municipio,,,CAUCA|SUAREZ
19,CAUCA,19785,SUCRE,Municipio,,,CAUCA|SUCRE
19,CAUCA,19807,TIMBÍO,Municipio,,,CAUCA|TIMBIO
19,CAUCA,19809,TIMBIQUÍ,Municipio,,,CAUCA|TIMBIQUI
19,CAUCA,19821,TORIBÍO,Municipio,,,CAUCA|TORIBIO
19,CAUCA,19824,TOTORÓ,Municipio,,,CAUCA|TOTORO
19,CAUCA,19845,VILLA RICA,Municipio,,,CAUCA|VILLA RICA
20,CESAR,20001,VALLEDUPAR,Municipio,,,CESAR|VALLEDUPAR
20,CESAR,20011,AGUACHICA,Municipio,,,CESAR|AGUACHICA
20,CESAR,20013,AGUSTÍN CODAZZI,Municipio,,,CESAR|AGUSTIN CODAZZI
20,CESAR,20032,ASTREA,Municipio,,,CESAR|ASTREA
20,CESAR,20045,BECERRIL,Municipio,,,CESAR|BECERRIL
20,CESAR,20060,BOSCONIA,Municipio,,,CESAR|BOSCONIA
20,CESAR,20175,CHIMICHAGUA,Municipio,,,CESAR|CHIMICHAGUA
20,CESAR,20178,CHIRIGUANÁ,Municipio,,,CESAR|CHIRIGUANA
20,CESAR,20228,CURUMANÍ,Municipio,,,CESAR|CURUMANI
20,CESAR,20238,EL COPEY,Municipio,,,CESAR|EL COPEY
20,CESAR,20250,EL PASO,Municipio,,,CESAR|EL PASO
20,CESAR,20295,GAMARRA,Municipio,,,CESAR|GAMARRA
20,CESAR,20310,GONZÁLEZ,Municipio,,,CESAR|GONZALEZ
20,CESAR,20383,LA GLORIA,Municipio,,,CESAR|LA GLORIA
20,CESAR,20400,LA JAGUA DE IBIRICO,Municipio,,,CESAR|LA JAGUA DE IBIRICO
20,CESAR,20443,MANAURE BALCÓN DEL CESAR,Municipio,,,CESAR|MANAURE BALCON DEL CESAR
20,CESAR,20517,PAILITAS,Municipio,,,CESAR|PAILITAS
20,CESAR,20550,PELAYA,Municipio,,,CESAR|PELAYA
20,CESAR,20570,PUEBLO BELLO,Municipio,,,CESAR|PUEBLO BELLO
20,CESAR,20614,RÍO DE ORO,Municipio,,,CESAR|RIO DE ORO
20,CESAR,20621,LA PAZ,Municipio,,,CESAR|LA PAZ
20,CESAR,20710,SAN ALBERTO,Municipio,,,CESAR|SAN ALBERTO
20,CESAR,20750,SAN DIEGO,Municipio,,,CESAR|SAN DIEGO
20,CESAR,20770,SAN MARTÍN,Municipio,,,CESAR|SAN MARTIN
20,CESAR,20787,TAMALAMEQUE,Municipio,,,CESAR|TAMALAMEQUE
23,CÓRDOBA,23001,MONTERÍA,Municipio,,,CORDOBA|MONTERIA
23,CÓRDOBA,23068,AYAPEL,Municipio,,,CORDOBA|AYAPEL
23,CÓRDOBA,23079,BUENAVISTA,Municipio,,,CORDOBA|BUENAVISTA
23,CÓRDOBA,23090,CANALETE,Municipio,,,CORDOBA|CANALETE
23,CÓRDOBA,23162,CERETÉ,Municipio,,,CORDOBA|CERETE
23,CÓRDOBA,23168,CHIMÁ,Municipio,,,CORDOBA|CHIMA
23,CÓRDOBA,23182,CHINÚ,Municipio,,,CORDOBA|CHINU
23,CÓRDOBA,23189,CIÉNAGA DE ORO,Municipio,,,CORDOBA|CIENAGA DE ORO
23,CÓRDOBA,23300,COTORRA,Municipio,,,CORDOBA|COTORRA
23,CÓRDOBA,23350,LA APARTADA,Municipio,,,CORDOBA|LA APARTADA
23,CÓRDOBA,23417,LORICA,Municipio,,,CORDOBA|LORICA
23,CÓRDOBA,23419,LOS CÓRDOBAS,Municipio,,,CORDOBA|LOS CORDOBAS
23,CÓRDOBA,23464,MOMIL,Municipio,,,CORDOBA|MOMIL
23,CÓRDOBA,23466,MONTELÍBANO,Municipio,,,CORDOBA|MONTELIBANO
23,CÓRDOBA,23500,MOÑITOS,Municipio,,,CORDOBA|MONITOS
23,CÓRDOBA,23555,PLANETA RICA,Municipio,,,CORDOBA|PLANETA RICA
23,CÓRDOBA,23570,PUEBLO NUEVO,Municipio,,,CORDOBA|PUEBLO NUEVO
23,CÓRDOBA,23574,PUERTO ESCONDIDO,Municipio,,,CORDOBA|PUERTO ESCONDIDO
23,CÓRDOBA,23580,PUERTO LIBERTADOR,Municipio,,,CORDOBA|PUERTO LIBERTADOR
23,CÓRDOBA,23586,PURÍSIMA DE LA CONCEPCIÓN,Municipio,,,CORDOBA|PURISIMA DE LA CONCEPCION
23,CÓRDOBA,23660,SAHAGÚN,Municipio,,,CORDOBA|SAHAGUN
23,CÓRDOBA,23670,SAN ANDRÉS DE SOTAVENTO,Municipio,,,CORDOBA|SAN ANDRES DE SOTAVENTO
23,CÓRDOBA,23672,SAN ANTERO,Municipio,,,CORDOBA|SAN ANTERO
23,CÓRDOBA,23675,SAN BERNARDO DEL VIENTO,Municipio,,,CORDOBA|SAN BERNARDO DEL VIENTO
23,CÓRDOBA,23678,SAN CARLOS,Municipio,,,CORDOBA|SAN CARLOS
23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,Municipio,,,CORDOBA|SAN JOSE DE URE
23,CÓRDOBA,23686,SAN PELAYO,Municipio,,,CORDOBA|SAN PELAYO
23,CÓRDOBA,23807,TIERRALTA,Municipio,,,CORDOBA|TIERRALTA
23,CÓRDOBA,23815,TUCHÍN,Municipio,,,CORDOBA|TUCHIN
23,CÓRDOBA,23855,VALENCIA,Municipio,,,CORDOBA|VALENCIA
25,CUNDINAMARCA,25001,AGUA DE DIOS,Municipio,,,CUNDINAMARCA|AGUA DE DIOS
25,CUNDINAMARCA,25019,ALBÁN,Municipio,,,CUNDINAMARCA|ALBAN
25,CUNDINAMARCA,25035,ANAPOIMA,Municipio,,,CUNDINAMARCA|ANAPOIMA
25,CUNDINAMARCA,25040,ANOLAIMA,Municipio,,,CUNDINAMARCA|ANOLAIMA
25,CUNDINAMARCA,25053,ARBELÁEZ,Municipio,,,CUNDINAMARCA|ARBELAEZ
25,CUNDINAMARCA,25086,BELTRÁN,Municipio,,,CUNDINAMARCA|BELTRAN
25,CUNDINAMARCA,25095,BITUIMA,Municipio,,,CUNDINAMARCA|BITUIMA
25,CUNDINAMARCA,25099,BOJACÁ,Municipio,,,CUNDINAMARCA|BOJACA
25,CUNDINAMARCA,25120,CABRERA,Municipio,,,CUNDINAMARCA|CABRERA
25,CUNDINAMARCA,25123,CACHIPAY,Municipio,,,CUNDINAMARCA|CACHIPAY
25,CUNDINAMARCA,25126,CAJICÁ,Municipio,,,CUNDINAMARCA|CAJICA
25,CUNDINAMARCA,25148,CAPARRAPÍ,Municipio,,,CUNDINAMARCA|CAPARRAPI
25,CUNDINAMARCA,25151,CÁQUEZA,Municipio,,,CUNDINAMARCA|CAQUEZA
25,CUNDINAMARCA,25154,CARMEN DE CARUPA,Municipio,,,CUNDINAMARCA|CARMEN DE CARUPA
25,CUNDINAMARCA,25168,CHAGUANÍ,Municipio,,,CUNDINAMARCA|CHAGUANI
25,CUNDINAMARCA,25175,CHÍA,Municipio,,,CUNDINAMARCA|CHIA
25,CUNDINAMARCA,25178,CHIPAQUE,Municipio,,,CUNDINAMARCA|CHIPAQUE
25,CUNDINAMARCA,25181,CHOACHÍ,Municipio,,,CUNDINAMARCA|CHOACHI
25,CUNDINAMARCA,25183,CHOCONTÁ,Municipio,,,CUNDINAMARCA|CHOCONTA
25,CUNDINAMARCA,25200,COGUA,Municipio,,,CUNDINAMARCA|COGUA
25,CUNDINAMARCA,25214,COTA,Municipio,,,CUNDINAMARCA|COTA
25,CUNDINAMARCA,25224,CUCUNUBÁ,Municipio,,,CUNDINAMARCA|CUCUNUBA
25,CUNDINAMARCA,25245,EL COLEGIO,Municipio,,,CUNDINAMARCA|EL COLEGIO
25,CUNDINAMARCA,25258,EL PEÑÓN,Municipio,,,CUNDINAMARCA|EL PENON
25,CUNDINAMARCA,25260,EL ROSAL,Municipio,,,CUNDINAMARCA|EL ROSAL
25,CUNDINAMARCA,25269,FACATATIVÁ,Municipio,,,CUNDINAMARCA|FACATATIVA
25,CUNDINAMARCA,25279,FÓMEQUE,Municipio,,,CUNDINAMARCA|FOMEQUE
25,CUNDINAMARCA,25281,FOSCA,Municipio,,,CUNDINAMARCA|FOSCA
25,CUNDINAMARCA,25286,FUNZA,Municipio,,,CUNDINAMARCA|FUNZA
25,CUNDINAMARCA,25288,FÚQUENE,Municipio,,,CUNDINAMARCA|FUQUENE
25,CUNDINAMARCA,25290,FUSAGASUGÁ,Municipio,,,CUNDINAMARCA|FUSAGASUGA
25,CUNDINAMARCA,25293,GACHALÁ,Municipio,,,CUNDINAMARCA|GACHALA
25,CUNDINAMARCA,25295,GACHANCIPÁ,Municipio,,,CUNDINAMARCA|GACHANCIPA
25,CUNDINAMARCA,25297,GACHETÁ,Municipio,,,CUNDINAMARCA|GACHETA
25,CUNDINAMARCA,25299,GAMA,Municipio,,,CUNDINAMARCA|GAMA
25,CUNDINAMARCA,25307,GIRARDOT,Municipio,,,CUNDINAMARCA|GIRARDOT
25,CUNDINAMARCA,25312,GRANADA,Municipio,,,CUNDINAMARCA|GRANADA
25,CUNDINAMARCA,25317,GUACHETÁ,Municipio,,,CUNDINAMARCA|GUACHETA
25,CUNDINAMARCA,25320,GUADUAS,Municipio,,,CUNDINAMARCA|GUADUAS
25,CUNDINAMARCA,25322,GUASCA,Municipio,,,CUNDINAMARCA|GUASCA
25,CUNDINAMARCA,25324,GUATAQUÍ,Municipio,,,CUNDINAMARCA|GUATAQUI
25,CUNDINAMARCA,25326,GUATAVITA,Municipio,,,CUNDINAMARCA|GUATAVITA
25,CUNDINAMARCA,25328,GUAYABAL DE SÍQUIMA,Municipio,,,CUNDINAMARCA|GUAYABAL DE SIQUIMA
25,CUNDINAMARCA,25335,GUAYABETAL,Municipio,,,CUNDINAMARCA|GUAYABETAL
25,CUNDINAMARCA,25339,GUTIÉRREZ,Municipio,,,CUNDINAMARCA|GUTIERREZ
25,CUNDINAMARCA,25368,JERUSALÉN,Municipio,,,CUNDINAMARCA|JERUSALEN
25,CUNDINAMARCA,25372,JUNÍN,Municipio,,,CUNDINAMARCA|JUNIN
25,CUNDINAMARCA,25377,LA CALERA,Municipio,,,CUNDINAMARCA|LA CALERA
25,CUNDINAMARCA,25386,LA MESA,Municipio,,,CUNDINAMARCA|LA MESA
25,CUNDINAMARCA,25394,LA PALMA,Municipio,,,CUNDINAMARCA|LA PALMA
25,CUNDINAMARCA,25398,LA PEÑA,Municipio,,,CUNDINAMARCA|LA PENA
25,CUNDINAMARCA,25402,LA VEGA,Municipio,,,CUNDINAMARCA|LA VEGA
25,CUNDINAMARCA,25407,LENGUAZAQUE,Municipio,,,CUNDINAMARCA|LENGUAZAQUE
25,CUNDINAMARCA,25426,MACHETÁ,Municipio,,,CUNDINAMARCA|MACHETA
25,CUNDINAMARCA,25430,MADRID,Municipio,,,CUNDINAMARCA|MADRID
25,CUNDINAMARCA,25436,MANTA,Municipio,,,CUNDINAMARCA|MANTA
25,CUNDINAMARCA,25438,MEDINA,Municipio,,,CUNDINAMARCA|MEDINA
25,CUNDINAMARCA,25473,MOSQUERA,Municipio,,,CUNDINAMARCA|MOSQUERA
25,CUNDINAMARCA,25483,NARIÑO,Municipio,,,CUNDINAMARCA|NARINO
25,CUNDINAMARCA,25486,NEMOCÓN,Municipio,,,CUNDINAMARCA|NEMOCON
25,CUNDINAMARCA,25488,NILO,Municipio,,,CUNDINAMARCA|NILO
25,CUNDINAMARCA,25489,NIMAIMA,Municipio,,,CUNDINAMARCA|NIMAIMA
25,CUNDINAMARCA,25491,NOCAIMA,Municipio,,,CUNDINAMARCA|NOCAIMA
25,CUNDINAMARCA,25506,VENECIA,Municipio,,,CUNDINAMARCA|VENECIA
25,CUNDINAMARCA,25513,PACHO,Municipio,,,CUNDINAMARCA|PACHO
25,CUNDINAMARCA,25518,PAIME,Municipio,,,CUNDINAMARCA|PAIME
25,CUNDINAMARCA,25524,PANDI,Municipio,,,CUNDINAMARCA|PANDI
25,CUNDINAMARCA,25530,PARATEBUENO,Municipio,,,CUNDINAMARCA|PARATEBUENO
25,CUNDINAMARCA,25535,PASCA,Municipio,,,CUNDINAMARCA|PASCA
25,CUNDINAMARCA,25572,PUERTO SALGAR,Municipio,,,CUNDINAMARCA|PUERTO SALGAR
25,CUNDINAMARCA,25580,PULÍ,Municipio,,,CUNDINAMARCA|PULI
25,CUNDINAMARCA,25592,QUEBRADANEGRA,Municipio,,,CUNDINAMARCA|QUEBRADANEGRA
25,CUNDINAMARCA,25594,QUETAME,Municipio,,,CUNDINAMARCA|QUETAME
25,CUNDINAMARCA,25596,QUIPILE,Municipio,,,CUNDINAMARCA|QUIPILE
25,CUNDINAMARCA,25599,APULO,Municipio,,,CUNDINAMARCA|APULO
25,CUNDINAMARCA,25612,RICAURTE,Municipio,,,CUNDINAMARCA|RICAURTE
25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,Municipio,,,CUNDINAMARCA|SAN ANTONIO DEL TEQUENDAMA
25,CUNDINAMARCA,25649,SAN BERNARDO,Municipio,,,CUNDINAMARCA|SAN BERNARDO
25,CUNDINAMARCA,25653,SAN CAYETANO,Municipio,,,CUNDINAMARCA|SAN CAYETANO
25,CUNDINAMARCA,25658,SAN FRANCISCO,Municipio,,,CUNDINAMARCA|SAN FRANCISCO
25,CUNDINAMARCA,25662,SAN JUAN DE RIOSECO,Municipio,,,CUNDINAMARCA|SAN JUAN DE RIOSECO
25,CUNDINAMARCA,25718,SASAIMA,Municipio,,,CUNDINAMARCA|SASAIMA
25,CUNDINAMARCA,25736,SESQUILÉ,Municipio,,,CUNDINAMARCA|SESQUILE
25,CUNDINAMARCA,25740,SIBATÉ,Municipio,,,CUNDINAMARCA|SIBATE
25,CUNDINAMARCA,25743,SILVANIA,Municipio,,,CUNDINAMARCA|SILVANIA
25,CUNDINAMARCA,25745,SIMIJACA,Municipio,,,CUNDINAMARCA|SIMIJACA
25,CUNDINAMARCA,25754,SOACHA,Municipio,,,CUNDINAMARCA|SOACHA
25,CUNDINAMARCA,25758,SOPÓ,Municipio,,,CUNDINAMARCA|SOPO
25,CUNDINAMARCA,25769,SUBACHOQUE,Municipio,,,CUNDINAMARCA|SUBACHOQUE
25,CUNDINAMARCA,25772,SUESCA,Municipio,,,CUNDINAMARCA|SUESCA
25,CUNDINAMARCA,25777,SUPATÁ,Municipio,,,CUNDINAMARCA|SUPATA
25,CUNDINAMARCA,25779,SUSA,Municipio,,,CUNDINAMARCA|SUSA
25,CUNDINAMARCA,25781,SUTATAUSA,Municipio,,,CUNDINAMARCA|SUTATAUSA
25,CUNDINAMARCA,25785,TABIO,Municipio,,,CUNDINAMARCA|TABIO
25,CUNDINAMARCA,25793,TAUSA,Municipio,,,CUNDINAMARCA|TAUSA
25,CUNDINAMARCA,25797,TENA,Municipio,,,CUNDINAMARCA|TENA
25,CUNDINAMARCA,25799,TENJO,Municipio,,,CUNDINAMARCA|TENJO
25,CUNDINAMARCA,25805,TIBACUY,Municipio,,,CUNDINAMARCA|TIBACUY
25,CUNDINAMARCA,25807,TIBIRITA,Municipio,,,CUNDINAMARCA|TIBIRITA
25,CUNDINAMARCA,25815,TOCAIMA,Municipio,,,CUNDINAMARCA|TOCAIMA
25,CUNDINAMARCA,25817,TOCANCIPÁ,Municipio,,,CUNDINAMARCA|TOCANCIPA
25,CUNDINAMARCA,25823,TOPAIPÍ,Municipio,,,CUNDINAMARCA|TOPAIPI
25,CUNDINAMARCA,25839,UBALÁ,Municipio,,,CUNDINAMARCA|UBALA
25,CUNDINAMARCA,25841,UBAQUE,Municipio,,,CUNDINAMARCA|UBAQUE
25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATÉ,Municipio,,,CUNDINAMARCA|VILLA DE SAN DIEGO DE UBATE
25,CUNDINAMARCA,25845,UNE,Municipio,,,CUNDINAMARCA|UNE
25,CUNDINAMARCA,25851,ÚTICA,Municipio,,,CUNDINAMARCA|UTICA
25,CUNDINAMARCA,25862,VERGARA,Municipio,,,CUNDINAMARCA|VERGARA
25,CUNDINAMARCA,25867,VIANÍ,Municipio,,,CUNDINAMARCA|VIANI
25,CUNDINAMARCA,25871,VILLAGÓMEZ,Municipio,,,CUNDINAMARCA|VILLAGOMEZ
25,CUNDINAMARCA,25873,VILLAPINZÓN,Municipio,,,CUNDINAMARCA|VILLAPINZON
25,CUNDINAMARCA,25875,VILLETA,Municipio,,,CUNDINAMARCA|VILLETA
25,CUNDINAMARCA,25878,VIOTÁ,Municipio,,,CUNDINAMARCA|VIOTA
25,CUNDINAMARCA,25885,YACOPÍ,Municipio,,,CUNDINAMARCA|YACOPI
25,CUNDINAMARCA,25898,ZIPACÓN,Municipio,,,CUNDINAMARCA|ZIPACON
25,CUNDINAMARCA,25899,ZIPAQUIRÁ,Municipio,,,CUNDINAMARCA|ZIPAQUIRA
27,CHOCÓ,27001,QUIBDÓ,Municipio,,,CHOCO|QUIBDO
27,CHOCÓ,27006,ACANDÍ,Municipio,,,CHOCO|ACANDI
27,CHOCÓ,27025,ALTO BAUDÓ,Municipio,,,CHOCO|ALTO BAUDO
27,CHOCÓ,27050,ATRATO,Municipio,,,CHOCO|ATRATO
27,CHOCÓ,27073,BAGADÓ,Municipio,,,CHOCO|BAGADO
27,CHOCÓ,27075,BAHÍA SOLANO,Municipio,,,CHOCO|BAHIA SOLANO
27,CHOCÓ,27077,BAJO BAUDÓ,Municipio,,,CHOCO|BAJO BAUDO
27,CHOCÓ,27099,BOJAYÁ,Municipio,,,CHOCO|BOJAYA
27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,Municipio,,,CHOCO|EL CANTON DEL SAN PABLO
27,CHOCÓ,27150,CARMEN DEL DARIÉN,Municipio,,,CHOCO|CARMEN DEL DARIEN
27,CHOCÓ,27160,CÉRTEGUI,Municipio,,,CHOCO|CERTEGUI
27,CHOCÓ,27205,CONDOTO,Municipio,,,CHOCO|CONDOTO
27,CHOCÓ,27245,EL CARMEN DE ATRATO,Municipio,,,CHOCO|EL CARMEN DE ATRATO
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,Municipio,,,CHOCO|EL LITORAL DEL SAN JUAN
27,CHOCÓ,27361,ISTMINA,Municipio,,,CHOCO|ISTMINA
27,CHOCÓ,27372,JURADÓ,Municipio,,,CHOCO|JURADO
27,CHOCÓ,27413,LLORÓ,Municipio,,,CHOCO|LLORO
27,CHOCÓ,27425,MEDIO ATRATO,Municipio,,,CHOCO|MEDIO ATRATO
27,CHOCÓ,27430,MEDIO BAUDÓ,Municipio,,,CHOCO|MEDIO BAUDO
27,CHOCÓ,27450,MEDIO SAN JUAN,Municipio,,,CHOCO|MEDIO SAN JUAN
27,CHOCÓ,27491,NÓVITA,Municipio,,,CHOCO|NOVITA
27,CHOCÓ,27493,NUEVO BELÉN DE BAJIRÁ,Municipio,,,CHOCO|NUEVO BELEN DE BAJIRA
27,CHOCÓ,27495,NUQUÍ,Municipio,,,CHOCO|NUQUI
27,CHOCÓ,27580,RÍO IRÓ,Municipio,,,CHOCO|RIO IRO
27,CHOCÓ,27600,RÍO QUITO,Municipio,,,CHOCO|RIO QUITO
